104.600419311079	104.591331203059	104.564064904615	104.518614489446	104.454970069839	104.373117780721	104.273039757065	104.154714104367	104.018114861815	103.863211957656	103.689971156144	103.498353995261	103.288317714224	103.059815169515	102.812794737834	102.547200203909	102.262970630472	101.960040206801	101.638338070923	101.297788098496	100.938308648106	100.559812246889	100.162205189219	99.7453869964130	99.3092496173389
105.390967558200	105.381789062695	105.354251582843	105.308349135451	105.244071737915	105.161405392163	105.060332061896	104.940829642875	104.802871925834	104.646428551571	104.471464957548	104.277942315253	104.065817457284	103.835042792953	103.585566210774	103.317330965827	103.030275549334	102.724333536921	102.399433410769	102.055498348971	101.692445972294	101.310188033470	100.908630024895	100.487670662944	100.047201172827
106.170694300825	106.161426414506	106.133620744840	106.087271256526	106.022367880100	105.938896495861	105.836838911105	105.716172830392	105.576871818466	105.418905255364	105.242238283090	105.046831743080	104.832642103526	104.599621375316	104.347717015097	104.076871813517	103.787023766158	103.478105923909	103.150046218439	102.802767256887	102.436186077555	102.050213854928	101.644755537260	101.219709393558	100.774966445236
106.939688929769	106.930332657989	106.902261816161	106.855470321658	106.789948026192	106.705680699818	106.602650008293	106.480833483515	106.340204486685	106.180732163745	106.002381392498	105.805112720680	105.588882294096	105.353641773683	105.099338240100	104.825914084096	104.533306880427	104.221449242508	103.890268654150	103.539687273692	103.169621704462	102.779982723907	102.370674962641	101.941596526482	101.492638567993
107.698039830494	107.688596186497	107.660263213819	107.613034787272	107.546900687737	107.461846586350	107.357854022108	107.234900372663	107.092958817958	106.931998296280	106.751983452192	106.552874575662	106.334627531580	106.097193678634	105.840519776314	105.564547878507	105.269215211822	104.954454036327	104.620191485909	104.266349384885	103.892844037033	103.499585983241	103.086479725469	102.653423420572	102.200308563669
108.445834375216	108.436304379345	108.407712338413	108.360052089379	108.293313350208	108.207481704309	108.102538578524	107.978461214442	107.835222632718	107.672791590021	107.491132528107	107.290205514420	107.069966173496	106.830365608273	106.571350310272	106.292862057358	105.994837797621	105.677209517607	105.339904092973	104.982843119490	104.605942722574	104.209113344565	103.792259511858	103.355279590665	102.898065553824
109.183158915809	109.173543594724	109.144695567057	109.096608636555	109.029272466043	108.942672562211	108.836790254090	108.711602665042	108.567082677964	108.403198893370	108.219915579907	108.017192616798	107.794985427561	107.553244904302	107.291917321685	107.010944239621	106.710262393558	106.389803571197	106.049494474461	105.689256565812	105.309005898661	104.908652933239	104.488102342490	104.047252818582	103.585996900462
109.910098777486	109.900399163394	109.871298247120	109.822789803734	109.754863448539	109.667504622257	109.560694570119	109.434410314656	109.288624621968	109.123305961152	108.938418456532	108.733921832238	108.509771348637	108.265917730010	108.002307082822	107.718880803883	107.415575477645	107.092322761974	106.749049261906	106.385676391385	106.002120223884	105.598291334575	105.174094639703	104.729429243605	104.264188310381
110.626738253255	110.616955383154	110.587604690739	110.538679926819	110.470170666578	110.382062295232	110.274335987810	110.146968682884	109.999933050037	109.833197450838	109.646725892993	109.440477977332	109.214408837228	108.968469069997	108.702604659834	108.416756891794	108.110862256449	107.784852344949	107.438653734577	107.072187865448	106.685370910011	106.278113638692	105.850321287528	105.401893437190	104.932723916940
111.333160599124	111.323295514073	111.293698170109	111.244362298065	111.175277440169	111.086428936244	110.977797904255	110.849361215071	110.701091461281	110.532956919846	110.344921508362	110.136944734649	109.908981639381	109.660982731451	109.392893915784	109.104656413359	108.796206673331	108.467476277360	108.118391836628	107.748874882665	107.358841754079	106.948203482733	106.516865684940	106.064728465732	105.591686346750
